Rank,CAND_ID,Category,Similarity_Score,Skill_Match_Score,Final_Score,Matched_Skills,Missing_Skills,Fit_Justification
614,CAND_1000,SALES,2.32,0.0,1.39,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1000 shows weak overall alignment (2.32% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
615,CAND_800,FITNESS,2.31,0.0,1.39,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_800 shows weak overall alignment (2.31% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
616,CAND_682,HEALTHCARE,2.32,0.0,1.39,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_682 shows weak overall alignment (2.32% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
617,CAND_1055,SALES,2.32,0.0,1.39,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1055 shows weak overall alignment (2.32% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
618,CAND_744,HEALTHCARE,2.32,0.0,1.39,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_744 shows weak overall alignment (2.32% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
619,CAND_861,FITNESS,2.31,0.0,1.39,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_861 shows weak overall alignment (2.31% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
620,CAND_353,TEACHER,2.3,0.0,1.38,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_353 shows weak overall alignment (2.3% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
621,CAND_858,FITNESS,2.28,0.0,1.37,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_858 shows weak overall alignment (2.28% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
622,CAND_735,HEALTHCARE,2.28,0.0,1.37,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_735 shows weak overall alignment (2.28% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
623,CAND_728,HEALTHCARE,2.27,0.0,1.36,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_728 shows weak overall alignment (2.27% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
624,CAND_2384,AVIATION,2.27,0.0,1.36,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_2384 shows weak overall alignment (2.27% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
625,CAND_1627,APPAREL,2.26,0.0,1.36,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1627 shows weak overall alignment (2.26% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
626,CAND_073,HR,2.25,0.0,1.35,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_073 shows weak overall alignment (2.25% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
627,CAND_1784,ENGINEERING,2.25,0.0,1.35,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1784 shows weak overall alignment (2.25% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
628,CAND_419,TEACHER,2.23,0.0,1.34,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_419 shows weak overall alignment (2.23% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
629,CAND_498,ADVOCATE,2.24,0.0,1.34,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_498 shows weak overall alignment (2.24% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
630,CAND_1096,SALES,2.22,0.0,1.33,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1096 shows weak overall alignment (2.22% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
631,CAND_605,BUSINESS-DEVELOPMENT,2.21,0.0,1.33,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_605 shows weak overall alignment (2.21% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
632,CAND_406,TEACHER,2.22,0.0,1.33,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_406 shows weak overall alignment (2.22% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
633,CAND_2197,BANKING,2.22,0.0,1.33,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_2197 shows weak overall alignment (2.22% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
634,CAND_476,ADVOCATE,2.21,0.0,1.33,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_476 shows weak overall alignment (2.21% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
635,CAND_2262,BANKING,2.2,0.0,1.32,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_2262 shows weak overall alignment (2.2% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
636,CAND_778,HEALTHCARE,2.19,0.0,1.31,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_778 shows weak overall alignment (2.19% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
637,CAND_1985,CONSTRUCTION,2.19,0.0,1.31,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1985 shows weak overall alignment (2.19% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
638,CAND_022,HR,2.18,0.0,1.31,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_022 shows weak overall alignment (2.18% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
639,CAND_1978,CONSTRUCTION,2.17,0.0,1.3,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1978 shows weak overall alignment (2.17% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
640,CAND_2295,ARTS,2.16,0.0,1.3,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_2295 shows weak overall alignment (2.16% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
641,CAND_1770,ENGINEERING,2.17,0.0,1.3,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1770 shows weak overall alignment (2.17% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
642,CAND_571,BUSINESS-DEVELOPMENT,2.16,0.0,1.3,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_571 shows weak overall alignment (2.16% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
643,CAND_981,BPO,2.15,0.0,1.29,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_981 shows weak overall alignment (2.15% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
644,CAND_2386,AVIATION,2.15,0.0,1.29,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_2386 shows weak overall alignment (2.15% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
645,CAND_1009,SALES,2.13,0.0,1.28,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1009 shows weak overall alignment (2.13% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
646,CAND_359,TEACHER,2.13,0.0,1.28,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_359 shows weak overall alignment (2.13% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
647,CAND_789,HEALTHCARE,2.13,0.0,1.28,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_789 shows weak overall alignment (2.13% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
648,CAND_443,ADVOCATE,2.13,0.0,1.28,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_443 shows weak overall alignment (2.13% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
649,CAND_526,ADVOCATE,2.12,0.0,1.27,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_526 shows weak overall alignment (2.12% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
650,CAND_2019,CONSTRUCTION,2.11,0.0,1.27,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_2019 shows weak overall alignment (2.11% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
651,CAND_882,FITNESS,2.12,0.0,1.27,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_882 shows weak overall alignment (2.12% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
652,CAND_1137,CONSULTANT,2.11,0.0,1.27,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1137 shows weak overall alignment (2.11% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
653,CAND_1594,APPAREL,2.12,0.0,1.27,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1594 shows weak overall alignment (2.12% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
654,CAND_1529,FINANCE,2.12,0.0,1.27,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1529 shows weak overall alignment (2.12% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
655,CAND_206,DESIGNER,2.11,0.0,1.27,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_206 shows weak overall alignment (2.11% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
656,CAND_1550,FINANCE,2.12,0.0,1.27,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1550 shows weak overall alignment (2.12% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
657,CAND_480,ADVOCATE,2.1,0.0,1.26,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_480 shows weak overall alignment (2.1% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
658,CAND_632,BUSINESS-DEVELOPMENT,2.1,0.0,1.26,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_632 shows weak overall alignment (2.1% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
659,CAND_1686,APPAREL,2.1,0.0,1.26,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1686 shows weak overall alignment (2.1% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
660,CAND_2032,CONSTRUCTION,2.09,0.0,1.25,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_2032 shows weak overall alignment (2.09% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
661,CAND_707,HEALTHCARE,2.08,0.0,1.25,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_707 shows weak overall alignment (2.08% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
662,CAND_1582,FINANCE,2.08,0.0,1.25,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1582 shows weak overall alignment (2.08% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
663,CAND_771,HEALTHCARE,2.09,0.0,1.25,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_771 shows weak overall alignment (2.09% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
664,CAND_2084,PUBLIC-RELATIONS,2.08,0.0,1.25,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_2084 shows weak overall alignment (2.08% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
665,CAND_1335,AUTOMOBILE,2.08,0.0,1.25,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1335 shows weak overall alignment (2.08% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
666,CAND_2286,ARTS,2.09,0.0,1.25,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_2286 shows weak overall alignment (2.09% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
667,CAND_723,HEALTHCARE,2.09,0.0,1.25,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_723 shows weak overall alignment (2.09% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
668,CAND_444,ADVOCATE,2.06,0.0,1.24,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_444 shows weak overall alignment (2.06% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
669,CAND_1364,CHEF,2.06,0.0,1.24,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_1364 shows weak overall alignment (2.06% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
670,CAND_081,HR,2.07,0.0,1.24,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn","Candidate CAND_081 shows weak overall alignment (2.07% text similarity, 0.0% skill match). Missing critical requirements: [AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn]."
